Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Station ID
-79.47,43.78,Toronto_York_North,615S001,2024-07-14,2024,7,14,†,30.0,,18.0,,24.0,,0.0,,6.0,,3.8,,0.0,,3.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-15,2024,7,15,†,27.5,,21.0,,24.3,,0.0,,6.3,,7.4,,0.0,,7.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-16,2024,7,16,†,29.5,,20.0,,24.8,,0.0,,6.8,,68.0,,0.0,,68.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-17,2024,7,17,†,28.5,,20.0,,24.3,,0.0,,6.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-18,2024,7,18,†,22.5,,15.5,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-19,2024,7,19,†,25.5,,11.5,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-20,2024,7,20,†,29.0,,13.5,,21.3,,0.0,,3.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-21,2024,7,21,†,28.0,,17.5,,22.8,,0.0,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-22,2024,7,22,†,28.5,,15.5,,22.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-23,2024,7,23,†,29.0,,18.0,,23.5,,0.0,,5.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-24,2024,7,24,†,26.5,,19.0,,22.8,,0.0,,4.8,,3.6,,0.0,,3.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-25,2024,7,25,†,25.5,,15.5,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-26,2024,7,26,†,27.5,,13.0,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-27,2024,7,27,†,28.5,,14.0,,21.3,,0.0,,3.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-28,2024,7,28,†,30.5,,14.5,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-29,2024,7,29,†,30.5,,17.0,,23.8,,0.0,,5.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-30,2024,7,30,†,30.0,,20.5,,25.3,,0.0,,7.3,,0.6,,0.0,,0.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-07-31,2024,7,31,†,32.0,,21.0,,26.5,,0.0,,8.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-01,2024,8,1,†,31.5,,19.5,,25.5,,0.0,,7.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-02,2024,8,2,†,30.5,,22.0,,26.3,,0.0,,8.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-03,2024,8,3,†,30.5,,22.5,,26.5,,0.0,,8.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-04,2024,8,4,†,30.0,,17.0,,23.5,,0.0,,5.5,,7.0,,0.0,,7.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-05,2024,8,5,†,27.5,,18.5,,23.0,,0.0,,5.0,,4.6,,0.0,,4.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-06,2024,8,6,†,21.5,,17.5,,19.5,,0.0,,1.5,,0.8,,0.0,,0.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-07,2024,8,7,†,25.0,,12.0,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-08,2024,8,8,†,25.5,,15.5,,20.5,,0.0,,2.5,,9.0,,0.0,,9.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-09,2024,8,9,†,28.5,,20.5,,24.5,,0.0,,6.5,,8.8,,0.0,,8.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-10,2024,8,10,†,25.0,,15.5,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-11,2024,8,11,†,22.0,,16.0,,19.0,,0.0,,1.0,,5.0,,0.0,,5.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-12,2024,8,12,†,24.5,,15.0,,19.8,,0.0,,1.8,,0.4,,0.0,,0.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-13,2024,8,13,†,27.0,,14.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-14,2024,8,14,†,29.0,,14.0,,21.5,,0.0,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-15,2024,8,15,†,30.0,,15.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-16,2024,8,16,†,28.0,,15.0,,21.5,,0.0,,3.5,,3.2,,0.0,,3.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-17,2024,8,17,†,26.0,,18.0,,22.0,,0.0,,4.0,,91.8,,0.0,,91.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-18,2024,8,18,†,27.5,,20.0,,23.8,,0.0,,5.8,,5.0,,0.0,,5.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-19,2024,8,19,†,19.0,,14.0,,16.5,,1.5,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-20,2024,8,20,†,21.0,,10.5,,15.8,,2.2,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-21,2024,8,21,†,22.0,,11.0,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-22,2024,8,22,†,25.5,,10.0,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-23,2024,8,23,†,26.0,,11.5,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-24,2024,8,24,†,27.0,,13.0,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-25,2024,8,25,†,29.0,,15.5,,22.3,,0.0,,4.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-26,2024,8,26,†,30.0,,15.5,,22.8,,0.0,,4.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-27,2024,8,27,†,32.0,,18.5,,25.3,,0.0,,7.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-28,2024,8,28,†,26.5,,20.5,,23.5,,0.0,,5.5,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-29,2024,8,29,†,23.0,,16.0,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-30,2024,8,30,†,28.5,,13.5,,21.0,,0.0,,3.0,,12.0,,0.0,,12.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-08-31,2024,8,31,†,28.5,,21.0,,24.8,,0.0,,6.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-01,2024,9,1,†,25.0,,15.5,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-02,2024,9,2,†,20.0,,12.0,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-03,2024,9,3,†,23.5,,7.5,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-04,2024,9,4,†,25.5,,9.0,,17.3,,0.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-05,2024,9,5,†,26.0,,12.0,,19.0,,0.0,,1.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-06,2024,9,6,†,24.0,,15.5,,19.8,,0.0,,1.8,,8.2,,0.0,,8.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-07,2024,9,7,†,16.0,,12.5,,14.3,,3.7,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-08,2024,9,8,†,20.0,,7.0,,13.5,,4.5,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-09,2024,9,9,†,21.0,,14.5,,17.8,,0.2,,0.0,,3.6,,0.0,,3.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-10,2024,9,10,†,24.0,,9.0,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-11,2024,9,11,†,25.0,,9.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-12,2024,9,12,†,27.0,,11.5,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-13,2024,9,13,†,28.5,,13.0,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-14,2024,9,14,†,27.5,,14.0,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-15,2024,9,15,†,29.5,,15.0,,22.3,,0.0,,4.3,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-16,2024,9,16,†,29.5,,14.0,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-17,2024,9,17,†,26.5,,13.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-18,2024,9,18,†,26.5,,13.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-19,2024,9,19,†,27.0,,14.0,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-20,2024,9,20,†,26.5,,13.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-21,2024,9,21,†,26.0,,16.0,,21.0,,0.0,,3.0,,1.0,,0.0,,1.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-22,2024,9,22,†,25.0,,15.0,,20.0,,0.0,,2.0,,36.8,,0.0,,36.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-23,2024,9,23,†,21.5,,16.5,,19.0,,0.0,,1.0,,1.8,,0.0,,1.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-24,2024,9,24,†,18.5,,16.5,,17.5,,0.5,,0.0,,18.8,,0.0,,18.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-25,2024,9,25,†,24.0,,16.5,,20.3,,0.0,,2.3,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-26,2024,9,26,†,25.0,,15.0,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-27,2024,9,27,†,23.0,,11.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-28,2024,9,28,†,24.0,,16.5,,20.3,,0.0,,2.3,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-29,2024,9,29,†,25.5,,18.0,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-09-30,2024,9,30,†,23.0,,14.0,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-01,2024,10,1,†,22.0,,14.5,,18.3,,0.0,,0.3,,6.6,,0.0,,6.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-02,2024,10,2,†,19.5,,10.0,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-03,2024,10,3,†,23.0,,7.0,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-04,2024,10,4,†,22.0,,8.5,,15.3,,2.7,,0.0,,1.4,,0.0,,1.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-05,2024,10,5,†,20.0,,6.5,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-06,2024,10,6,†,24.0,,7.0,,15.5,,2.5,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-07,2024,10,7,†,17.0,,11.5,,14.3,,3.7,,0.0,,1.4,,0.0,,1.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-08,2024,10,8,†,15.0,,7.5,,11.3,,6.7,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-09,2024,10,9,†,14.5,,4.0,,9.3,,8.7,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-10,2024,10,10,†,15.0,,2.5,,8.8,,9.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-11,2024,10,11,†,22.5,,3.0,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-12,2024,10,12,†,16.5,,8.5,,12.5,,5.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-13,2024,10,13,†,13.0,,5.0,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-14,2024,10,14,†,11.5,,5.0,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-15,2024,10,15,†,11.5,,2.0,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-16,2024,10,16,†,11.0,,3.5,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-17,2024,10,17,†,16.0,,-1.0,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-18,2024,10,18,†,19.5,,0.5,,10.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-19,2024,10,19,†,20.5,,1.5,,11.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-20,2024,10,20,†,24.0,,4.5,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-21,2024,10,21,†,27.0,,12.5,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-22,2024,10,22,†,24.5,,9.0,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-23,2024,10,23,†,22.0,,9.0,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-24,2024,10,24,†,13.0,,4.0,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-25,2024,10,25,†,12.0,,1.5,,6.8,,11.2,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-26,2024,10,26,†,12.5,,4.0,,8.3,,9.7,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-27,2024,10,27,†,13.5,,-1.5,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-28,2024,10,28,†,10.0,,4.5,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-29,2024,10,29,†,15.5,,3.5,,9.5,,8.5,,0.0,,8.0,,0.0,,8.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-30,2024,10,30,†,23.0,,8.0,,15.5,,2.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-10-31,2024,10,31,†,22.5,,14.0,,18.3,,0.0,,0.3,,1.0,,0.0,,1.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-01,2024,11,1,†,12.5,,9.5,,11.0,,7.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-02,2024,11,2,†,9.5,,-1.0,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-03,2024,11,3,†,11.0,,-1.5,,4.8,,13.2,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-04,2024,11,4,†,17.0,,7.0,,12.0,,6.0,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-05,2024,11,5,†,24.0,,12.0,,18.0,,0.0,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-06,2024,11,6,†,20.0,,14.0,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-07,2024,11,7,†,14.5,,8.0,,11.3,,6.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-08,2024,11,8,†,14.0,,7.5,,10.8,,7.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-09,2024,11,9,†,10.0,,-2.5,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-10,2024,11,10,†,12.5,,0.5,,6.5,,11.5,,0.0,,8.4,,0.0,,8.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-11,2024,11,11,†,12.0,,9.0,,10.5,,7.5,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-12,2024,11,12,†,8.0,,1.0,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-13,2024,11,13,†,7.5,,-2.0,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-14,2024,11,14,†,9.5,,4.0,,6.8,,11.2,,0.0,,1.8,,0.0,,1.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-15,2024,11,15,†,8.5,,5.0,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-16,2024,11,16,†,9.5,,4.0,,6.8,,11.2,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-17,2024,11,17,†,11.0,,-1.0,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-18,2024,11,18,†,14.5,,6.5,,10.5,,7.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-19,2024,11,19,†,9.5,,2.5,,6.0,,12.0,,0.0,,1.4,,0.0,,1.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-20,2024,11,20,†,10.0,,7.0,,8.5,,9.5,,0.0,,16.8,,0.0,,16.8,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-21,2024,11,21,†,5.0,,0.0,,2.5,,15.5,,0.0,,1.6,,0.0,,1.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-22,2024,11,22,†,7.5,,3.5,,5.5,,12.5,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-23,2024,11,23,†,9.0,,0.0,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-24,2024,11,24,†,8.0,,3.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-25,2024,11,25,†,7.0,,-3.0,,2.0,,16.0,,0.0,,8.2,,0.0,,8.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-26,2024,11,26,†,8.0,,3.5,,5.8,,12.2,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-27,2024,11,27,†,5.5,,0.0,,2.8,,15.2,,0.0,,0.0,,0.0,T,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-28,2024,11,28,†,5.5,,1.0,,3.3,,14.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-29,2024,11,29,†,1.5,,-0.5,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-11-30,2024,11,30,†,0.5,,-2.5,,-1.0,,19.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-01,2024,12,1,†,1.0,,-4.0,,-1.5,,19.5,,0.0,,0.0,,0.0,T,0.0,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-02,2024,12,2,†,2.5,,-6.0,,-1.8,,19.8,,0.0,,0.0,,0.0,T,0.0,,0.0,T,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-03,2024,12,3,†,2.0,,-4.0,,-1.0,,19.0,,0.0,,0.0,,0.0,T,0.0,,0.0,T,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-04,2024,12,4,†,0.0,,-1.5,,-0.8,,18.8,,0.0,,0.0,,5.0,,3.6,,0.0,T,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-05,2024,12,5,†,0.5,,-2.5,,-1.0,,19.0,,0.0,,0.0,,1.0,,0.6,,6.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-06,2024,12,6,†,-1.5,,-8.5,,-5.0,,23.0,,0.0,,0.0,,0.0,T,0.0,,1.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-07,2024,12,7,,,,,,,,,,,,,,,,,,,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-08,2024,12,8,†,6.5,,-0.5,,3.0,,15.0,,0.0,,2.0,,0.0,,2.0,,4.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-09,2024,12,9,†,5.5,,-0.5,,2.5,,15.5,,0.0,,5.2,,0.0,,5.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-10,2024,12,10,†,8.0,,1.0,,4.5,,13.5,,0.0,,3.2,,0.0,,3.2,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-11,2024,12,11,†,4.0,,2.5,,3.3,,14.7,,0.0,,0.6,,0.0,T,0.6,,0.0,,,,,,26953
-79.47,43.78,Toronto_York_North,615S001,2024-12-12,2024,12,12,†,-4.5,,-7.0,,-5.8,,23.8,,0.0,,0.0,,0.0,T,0.0,,0.0,T,,,,,26953
